country,date,description,hazard,importer,incidents,link,name,remedy,retailer,units
,,,,,,https://cpsc.gov/Recalls/2007/Keystone-Manufacturing-Co-and-QVC-Recall-Convection-Ovens-with-Rotisserie-Due-to-Fire-and-Electrical-Shock-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/REI-Recalls-Childrens-Trailer-Bicycles-Can-Detach-from-Adult-Bicycle-and-Injure-Children,,,,
,,,,,,https://cpsc.gov/Recalls/2007/RC2-Corp-Recalls-Additional-Thomas--Friends-Wooden-Railway-Toys-Due-to-Violation-of-Lead-Paint-Standard,,,,announced
,,,,,,https://cpsc.gov/Recalls/2007/Ohalee-Inc-Recalls-Youth-All-Terrain-Vehicles-Due-to-Mechanical-Hazards-Vehicles-Could-Put-Young-Riders-At-Risk-of-Injury,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Back-to-Basics-Products-Recalls-Iced-Tea-Makers-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/About-1-Million-Simplicity-Cribs-Recalled-Due-To-Failures-Resulting-in-Infant-Deaths,,,,
,,,,,,https://cpsc.gov/Recalls/2007/BCI-Recalls-Swing-Sets-Due-to-Fall-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Guidecraft-Inc-Recalls-Childrens-Puppet-Theaters-Due-to-Violation-of-Lead-Paint-Standard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Bunk-Beds-Recalled-by-d-Scan-Due-to-Collapse-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Fisher-Price-Recalls-Geo-Trax-Locomotive-Toys-Due-To-Violation-of-Lead-Paint-Standard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/NettoCollection-Recalls-Cribs-Due-to-Entrapment-and-Strangulation-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Childrens-Hooded-Sweatshirts-with-Drawstrings-Recalled-Due-to-Strangulation-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Hayes-Company-Inc-Recalls-Outdoor-Candles-Due-to-Fire-and-Burn-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Mattel-Recalls-Various-Barbie-Accessory-Toys-Due-to-Violation-of-Lead-Paint-Standard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Fisher-Price-Recalls-Bongo-Band-Toys-Due-to-Violation-of-Lead-Paint-Standard,,,,
U.S.A.,"August 29, 2007","This recall involves all SW-3000 2nd stage 360-degree swivels for scuba diving masks manufactured between January 2004 and February 2005. The swivel has the date stamped on its body, below the patent number. Swivels that are already repaired have an arrow stamped on the top right corner of the swivel body.","The swivel, which is attached to a diving mask, could separate while diving. This will result in a sudden loss of the diver's air supply, causing the diver to engage in emergency ascent. This poses a risk of decompression sickness due to rapid ascent or drowning.",,M&J Engineering has received one report of swivels separating from the masks while diving. No injuries have been reported.,https://cpsc.gov/Recalls/2007/M-J-Engineering-Recalls-Swivels-for-Scuba-Diving-Masks,AGA Swivels for Scuba Diving Masks,Repair,Diving retail stores nationwide between January 2004 and February 2005 for about $60.,"About 1,500"
,,,,,,https://cpsc.gov/Recalls/2007/BF-System-Inc-Recalls-Emergency-Tool-Kits-Due-to-Fire-and-Shock-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Electric-Heaters-Recalled-by-Aloha-Housewares-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/CPSC-Stokke-Announce-Recall-of-Sleepi-Crib-Foam-Mattresses-Due-to-Entrapment-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Gerber-Legendary-Blades-Recalls-Pocket-Knives,,,,
,,,,,,https://cpsc.gov/Recalls/2007/JC-Penney-Recalls-Spindle-Back-Chairs-Due-to-Fall-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Paramount-Apparel-International-Recalls-Youth-Hats-Due-to-Strangulation-Hazard-Product-Sold-Exclusively-at-Bass-Pro-Shops,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Sams-Club-Recalls-Outdoor-Torch-Lamps-Due-to-Fire-Burn-and-Laceration-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Berko-Electric-Toe-Space-Heaters-Recalled-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Apex-Security-Systems-with-XICOR-Memory-Chip-Recalled-by-Honeywell-International-Could-Fail-to-Warn-of-Fire-Intrusion,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Calligaris-USA-Recalls-Bar-Stools-Due-to-Fall-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Toys-R-Us-Recalls-Wooden-Coloring-Cases-Due-To-Violation-of-Lead-Paint-Standard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/AC-Adapters-Sold-With-Network-Hard-Drives-Recalled-by-I-O-Data-Device-USA-Due-to-Burn-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Weather-Radios-Recalled-by-Oregon-Scientific-Due-to-Failure-to-Receive-National-Weather-Service-Alerts,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Shindaiwa-Inc-Announces-Recall-of-Backpack-Blowers-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Wolverine-Recalls-Caterpillar-Logger-Boots-Can-Pose-Shock-Hazard-To-User-Due-to-Mislabeling,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Childrens-Watering-Cans-Sold-Exclusively-at-Jo-Ann-Fabric-and-Craft-Stores-Recalled-Due-to-Violation-of-Lead-in-Paint-Ban,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Clarion-Expands-Recall-of-Vehicle-Navigation-and-Entertainment-System-Batteries-Due-to-Burn-and-Fire-Hazards,,,,announced
,,,,,,https://cpsc.gov/Recalls/2007/Childrens-Metal-Jewelry-Recalled-by-TOBY-NYC-Due-to-Risk-of-Lead-Exposure,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Hampton-Direct-Recalls-Magnetic-Toy-Train-Sets-Due-to-Lead-Exposure-Risk,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Martin-Designs-Inc-Recalls-SpongeBob-SquarePants-Character-Address-Books-and-Journals-Due-to-Violation-of-Lead-Paint-Standard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/International-Home-Fashions-and-Bilt-Safe-Technologies-Recall-Classic-Beautyrest-Electric-Throws-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Thomas-and-Friends-Curious-George-and-Other-Spinning-Tops-and-Tin-Pails-Recalled-By-Schylling-Associates-Due-To-Violation-of-Lead-Paint-Standard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Childrens-Charm-Bracelets-Sold-by-Buy-Rite-Recalled-Due-to-Risk-of-Lead-Exposure,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Mattel-Recalls-Barbie-and-Tanner-Magnetic-Toys-Due-to-Magnets-Coming-Loose,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Eastern-Illini-Electric-Cooperative-Recalls-Junction-Boxes-for-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Basic-Editions-Girls-Clothing-Sets-Recalled-by-Kmart-Drawstrings-at-Waist-Pose-Entrapment-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Mattel-Recalls-Sarge-Die-Cast-Toy-Cars-Due-To-Violation-of-Lead-Safety-Standard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Giftco-Inc-Recalls-Pine-Cone-Candle-Sets-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Mattel-Recalls-Doggie-Day-Care-Magnetic-Toys-Due-to-Magnets-Coming-Loose,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Mattel-Recalls-Batman-and-One-Piece-Magnetic-Action-Figure-Sets-Due-To-Magnets-Coming-Loose,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Club-Car-Inc-Recalls-Golf-Cars-and-Other-Vehicles-Mechanical-Failure-Can-Result-in-Loss-of-Steering-Control,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Additional-Reports-of-Magnets-Detaching-from-Polly-Pocket-Play-Sets-Prompts-Expanded-Recall-by-Mattel,,,,announced
,,,,,,https://cpsc.gov/Recalls/2007/Trane-CleanEffects-and-American-Standard-AccuClean-Air-Filtration-Systems-Recalled-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Sandal-Clogs-Recalled-by-Hanna-Andersson-Due-to-Fall-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Metal-Folding-Chairs-Sold-at-Cost-Plus-World-Market-Stores-Recalled-Due-to-Collapse-and-Fall-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Stubben-Steeltec-Horseback-Riding-Stirrups-Recalled-Due-to-Fall-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Formation-Inc-Recalls-Coca-Cola-Themed-Drinking-Glasses-Due-to-Laceration-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Toshiba-Recalls-Notebook-Computer-Batteries-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Outdoor-Lounge-Chairs-Sold-at-Lowes-Stores-Recalled-Due-to-Fall-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Raleigh-America-Recalls-Bicycles-Forks-Can-Break-Causing-Loss-of-Control,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Gamewell-FCI-Recalls-to-Upgrade-Software-Used-with-Fire-Alarm-System-Control-Panels,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Rehvac-Manufacturing-Recalls-Safety-Relief-Plugs-Due-to-Injury-Hazard-Plugs-Used-on-Nitrous-Oxide-Systems-and-Heating-and-Air-Conditioning-Service-Tools,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Fisher-Price-Recalls-Licensed-Character-Toys-Due-To-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/LED-Lights-Recalled-by-Plan-9-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Window-Blinds-Sold-Exclusively-at-Lowes-Stores-Recalled-for-Repair-by-Springs-Window-Fashions-Due-to-Strangulation-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Serious-Facial-Injury-from-Explosion-of-Aerosol-Can-Prompts-Sherwin-Williams-Recall-Firm-Warns-Consumers-Not-to-Handle-Hi-Heat-Coating-Cans,,,,
,,,,,,https://cpsc.gov/Recalls/2007/The-Orvis-Company-Recalls-Childrens-Toys-Sold-with-Sleeping-Bags-Due-to-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Additional-Incidents-Prompt-Log-Splitter-Recall-Expansion-by-Brave-Products-Could-Pose-Serious-Injury-Risk,,,,announced
,,,,,,https://cpsc.gov/Recalls/2007/Sauder-Woodworking-Recalls-TV-Stands-Due-to-Collapse-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Risk-of-Explosion-and-Hearing-Damage-Prompts-Recall-of-Remote-Control-Airplanes,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Pottery-Barn-Kids-Recalls-Crib-Bumpers-Due-to-Entanglement-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Coldwater-Creek-Recalls-Sweaters-Due-to-Burn-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/The-Toro-Company-Recalls-Electric-Blowers-Due-to-Projectile-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Robert-Bosch-Tool-Corp-Recalls-Skil-Circular-Saws-Due-to-Laceration-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Pacifiers-Decorated-with-Crystals-Recalled-Due-to-Aspiration-and-Ingestion-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Frozen-Carbonated-Beverage-Dispensers-Recalled-by-IMI-Cornelius-Due-to-Fire-Hazard,,,,announced
,,,,,,https://cpsc.gov/Recalls/2007/Vance-Kitira-Recalls-Cinnamon-Spice-Candles-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/AAFES-Expands-Recall-of-Soldier-Bear-Toy-Sets-Due-to-Lead-Poisoning-Hazard,,,,announced
,,,,,,https://cpsc.gov/Recalls/2007/CVSpharmacy-Announces-Recall-of-Playskool-Sippy-Cups-Poses-Choking-Hazard-To-Young-Children,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Brake-Cylinder-Recalled-By-Magura-USA-for-Brake-Failure-Hazard-on-Off-Road-Motorcycles,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Ol-Man-Treestands-Recalled-by-TSR-Inc-Locking-Pins-Can-Unexpectedly-Fall-Out-Posing-a-Fall-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Meyer-Recalls-Cooking-Torches-Due-to-Fire-Hazard,,,,
China,"July 18, 2007",The coffeemaker is white with a glass coffeepot. ,"The coffeemaker can ignite due to an electrical failure, posing a fire hazard.","Atico International USA Inc., of Fort Lauderdale, Fla.","Atico International USA, Inc. has received 14 reports of electrical failures, including six reports in which the unit ignited causing minor property damage. No injuries have been reported.",https://cpsc.gov/Recalls/2007/Atico-International-USA-Recalls-Coffeemakers-Sold-Exclusively-at-Walgreens-Due-to-Fire-Hazard,Signature Gourmet™ and Kitchen Gourmet® 12-Cup Coffeemakers,Dispose,Walgreens stores nationwide from August 2003 through December 2006. The ,"About 392,000"
,,,,,February,https://cpsc.gov/Recalls/2007/New-Easy-Bake-Oven-Recall-Following-Partial-Finger-Amputation-Consumers-Urged-to-Return-Toy-Ovens,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Injuries-Prompt-Recall-of-Combination-Tire-Inflator-and-Hand-Pumps-by-Genuine-Innovations,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Payless-ShoeSource-Expands-Recall-of-Childrens-Clog-Shoes-Due-to-Choking-Hazard,,,,announced
,,,,,,https://cpsc.gov/Recalls/2007/Batteries-Used-with-Power-Tools-Recalled-by-Milwaukee-Electric-Tool-Co-Due-To-Laceration-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Fire-Hazard-with-Thermador-Built-In-Ovens-Leads-to-Recall-by-BSH-Home-Appliances-Corp,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Ceramic-Heaters-Recalled-By-Lasko-Heaters-Could-Pose-A-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Serious-Intestinal-Injury-Prompts-Kipp-Brothers-Recall-of-Mag-Stix-Magnetic-Building-Sets,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Infantino-Recalls-Childrens-Toy-Castles-Due-to-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Sportsmans-Warehouse-Recalls-Flashlights-Counterfeit-Batteries-Can-Overheat-Posing-a-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/CPSC-Kawasaki-Motors-Corp-USA-Announce-Recall-of-All-Terrain-Vehicles,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Target-Recalls-Toy-Barbeque-Grills-Due-to-Laceration-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Gateway-Inc-Recalls-Notebook-Computer-Batteries-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Hammock-Stands-Recalled-by-The-Algoma-Net-Co-Due-to-Fall-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Jakes-Fireworks-Inc-Recalls-Fireworks-Sold-by-World-Class-Distributors-Due-to-Burn-and-Injury-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Childrens-Necklaces-Recalled-by-GeoCentral-Due-to-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Far-East-Imports-Recalls-Fireworks-Due-to-Eye-Injury-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/ATVs-Recalled-by-Polaris-Industries-Inc-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Bond-Manufacturing-Co-Issues-Recall-for-Folding-Recliner-Chairs-That-Can-Collapse-and-Injure-Users,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Cummins-Power-Generation-Inc-Recalls-Stationary-Natural-Gas-and-Propane-Fueled-Generators-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Pier-1-Imports-Expands-Recall-of-Glassware-Pieces,,,,announced
,,,,,,https://cpsc.gov/Recalls/2007/Silver-Stud-Earrings-Sold-Exclusively-at-Kmart-Recalled-by-Crimzon-Rose-Accessories-Due-to-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Childrens-Metal-Jewelry-Recalled-by-Future-Industries-Due-to-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Globe-Fire-Sprinkler-Corp-Recalls-Dry-Fire-Sprinklers--Model-J-Heads-Can-Fail-to-Operate-During-a-Fire,,,,
,,,,,,https://cpsc.gov/Recalls/2007/RC2-Corp-Recalls-Various-Thomas--Friends-Wooden-Railway-Toys-Due-to-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Childrens-Jeweled-Sandals-Sold-by-Nordstrom-Recalled-Due-to-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Briggs--Stratton-Snow-Thrower-Engines-Recalled-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Cannondale-Announces-Recall-of-Mountain-Bicycles-Lefty-Forks-Can-Break-Unexpectedly,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Simplicity-Recalls-Cribs-Due-to-Fall-Entrapment-and-Choking-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Choking-Hazard-Prompts-Nordstrom-Recall-of-Childrens-Jackets,,,,
,,,,,,https://cpsc.gov/Recalls/2007/General-Electric-Recalls-Gas-Ranges-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Asko-Cylinda-Recalls-DW95-Series-Dishwashers-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Cannondale-Recalls-Bicycles-With-Carbon-Crankset-Due-to-Fall-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Childrens-Metal-Jewelry-Sold-at-Limited-Too-and-Justice-Stores-Recalled-by-Tween-Brands-Due-to-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Polaris-Recalls-Select-Hawkeye-Model-ATVs-for-Steering-Post-Failure-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/First-Birthday-Party-Hats-Recalled-by-Creative-Expressions-Due-to-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Thermador-Ceramic-Cooktops-Recalled-by-BSH-Home-Appliances-Corp-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Fisher-Price-Rainforest-Infant-Swings-Recalled-Due-to-Entrapment-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Gemmy-Industries-Corp-Recalls-Flashing-Eyeball-Toys-Due-to-Chemical-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/K2-Sports-Recalls-Marker-M1-Demo-Ski-Bindings-Due-to-Unexpected-Release-Fall-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/rsonalized-Infant-Long-Johns-Recalled-by-Personal-Creations-Due-to-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Royal-Products-Recalls-Pine-Cone-Candles-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Song-Lin-Industrial-Inc-Recalls-Cribs-Due-to-Fall-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Innovative-Scuba-Concepts-Recalls-Diving-Regulator-Components-Due-to-Drowning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Currey--Company-Recalls-Lamps-Due-to-Shock-Fire-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Kayak-Paddle-Floats-Recalled-by-NRS-Due-to-Drowning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Mervyns-Recalls-Childrens-Capri-Pants-Due-to-Choking-Hazard-Sold-Exclusively-at-Mervyns-Stores,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Bookspan-Recalls-Clip-on-Baby-Books-Due-to-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Tri-Star-International-Recalls-Childrens-Toys-Due-to-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Childrens-Earrings-Sold-at-Wal-Mart-Stores-in-Florida-Recalled-by-Uncas-Manufacturing-Co-Due-to-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Petters-Consumer-Brands-Recalls-Sunbeam-Over-the-Range-Microwaves-for-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Bookspan-Recalls-Discovery-Bunny-Books-Due-to-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Reclining-Lounge-Chairs-Sold-at-Menards-Stores-Recalled-for-Collapsing-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Off-Road-Motorcycles-Recalled-Due-to-Fuel-Leak,,,,
,,,,,,https://cpsc.gov/Recalls/2007/AAFES-Recalls-Soldier-Bear-Toy-Sets-Due-to-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Toy-Drums-Recalled-by-The-Boyds-Collection-Ltd-Due-to-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Cooper-Lighting-Emergency-Lights-Recalled-Could-Fail-to-Illuminate-in-an-Emergency,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Black--Decker-Recalls-TrimmersEdgers-Due-to-Laceration-Hazard-from-Projectiles,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Fall-Hazard-Prompts-NHTSA-CPSC-and-Evenflo-to-Announce-Recall-of-Embrace-Infant-Car-SeatCarriers,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Samara-Brothers-Recalls-Boys-Three-Piece-Short-Set-Due-to-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Berkline-Heated-Massage-Recliners-Recalled-Due-to-Burn-Hazard-Sold-Exclusively-at-Value-City-Furniture-and-American-Signature-Furniture-Stores,,,,
,,,,,,https://cpsc.gov/Recalls/2007/General-Electric-Recalls-Dishwashers-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Battat-Inc-Recalls-Parents-Magazine-Toy-Cell-Phones-for-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Childrens-Rings-Recalled-By-Cardinal-Distributing-Due-to-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/High-Lead-Levels-Prompt-Recall-of-Childrens-Metal-Jewelry-By-Spandrel-Sales-and-Marketing-Due-to-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Small-World-Toys-Recalls-Childrens-Take-Apart-Townhouse-Toys-Detached-Magnets-Pose-Aspiration-and-Intestinal-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Sagittarius-Sporting-Goods-Recalls-Gas-Grills-Sold-at-Lowes-Stores-for-Fire-Burn-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Stateside-Powersports-Recalls-to-Repair-90cc-Youth-Model-ATVs,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Halogen-Table-Lamps-Sold-at-Lowes-Stores-Recalled-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Pier-1-Imports-Recalls-Glassware-Due-to-Laceration-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Polaris-Industries-Inc-Recalls-Snowmobiles-Due-to-Loss-of-Control-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Payless-ShoeSource-Recalls-Childrens-Clog-Shoes-Due-to-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Char-Broil-Recalls-Two-Burner-Gas-Grills-Sold-Exclusively-at-Big-Lots-Stores-Due-to-Fire-Burn-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Oriental-Trading-Company-Inc-Recalls-Childrens-Necklaces-Due-to-Lead-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Graco-Childrens-Products-Recalls-to-Replace-Soft-Blocks-Towers-on-Activity-Centers-Due-to-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/iObjectSolutions-Inc-Recalls-Pre-Lit-Palm-Trees-Due-to-Shock-Fire-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Coby-Electronics-Recalls-Boomboxes-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Tequila-Rose-Distilling-Co-Recalls-Gel-Candles-Due-To-Fire-and-Burn-Hazards,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Target-Recalls-Anima-Bamboo-Collection-Games-Due-to-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Hunters-View-Expands-Recall-of-Safety-Harnesses-Sold-with-Tree-Stands-Also-Recalls-Harnesses-Provided-as-Replacements,,,,announced
,,,July 2004,,,https://cpsc.gov/Recalls/2007/Lead-Poisoning-Hazard-Prompts-Cardinal-Distributing-to-Again-Recall-Childrens-Rings,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Infant-Bouncer-Seats-Recalled-Due-to-Frame-Failure,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Small-World-Toys-Recalls-Childrens-Wooden-Sound-Puzzles-with-Knobs-for-Choking-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Flat-Panel-TV-Tilt-Mount-Brackets-Recalled-by-Circuit-City-Stores-Inc-Due-to-Risk-of-Falling-Units,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Life-is-good-Childrens-Sweatshirts-Recalled-by-RedEnvelope-Garments-Have-Drawstrings-Pose-Strangulation-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Magnetix-Magnetic-Building-Set-Recall-Expanded-Serious-Injuries-Continue-to-be-Reported-to-CPSC,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Disney-Store-Recalls-Childrens-Footed-Pajamas-Due-to-Burn-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/SRAM-Corp-Recalls-Bicycle-Brake-Caliper-Sets-Due-to-Crash-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/900000-Childrens-Necklaces-and-Charm-Bracelets-Recalled-by-Cardinal-Distributing-Co-Due-to-Lead-Poisoning-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/Coast-Spas-and-Franklin-Electric-Co-Recall-Coast-Spas-Due-to-Fire-Hazard,,,,
,,,,,,https://cpsc.gov/Recalls/2007/DreamWorks-Animation-SKG-Recalls-Shrek-Headbands-Due-to-Injury-Hazard-Giveaway-Product-Distributed-To-Pepsi-Employees,,,,
,,,,,,https://cpsc.gov/Recalls/2007/The-Holmes-Group-Recalls-Oil-Filled-Electric-Heaters-Due-to-Fire-Hazard,,,,
